1,12.54,1,2
2,15.32,1,4
3,4.68,1,3
4,14.44,1,5
5,16.41,1,6
6,16.24,1,7
7,13.74,1,8
8,9.92,2,3
9,2.96,2,4
10,26.29,2,5
11,5.45,2,6
12,4.87,2,7
13,5.52,2,8
14,12.88,3,4
15,18.9,3,5
16,12.64,3,6
17,12.62,3,7
18,9.61,3,8
19,28.71,4,5
20,5.53,4,6
21,4.77,4,7
22,7.19,4,8
23,30.72,5,6
24,30.47,5,7
25,28.18,5,8
26,0.77,6,7
27,3.44,6,8
28,3.79,7,8
